2020-08-12 18:58:01,905 [Worker-3: Loading available Gradle versions] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2020-08-14 23:00:21,494 [Worker-20: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-dependencies/Hoxton.SR7/spring-cloud-dependencies-Hoxton.SR7.pom
2020-08-14 23:00:22,435 [Worker-20: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-dependencies/Hoxton.SR7/spring-cloud-dependencies-Hoxton.SR7.pom
2020-08-14 23:00:22,673 [Worker-20: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-dependencies-parent/2.3.1.RELEASE/spring-cloud-dependencies-parent-2.3.1.RELEASE.pom
2020-08-14 23:00:23,245 [Worker-20: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-dependencies-parent/2.3.1.RELEASE/spring-cloud-dependencies-parent-2.3.1.RELEASE.pom
2020-08-14 23:00:23,575 [Worker-20: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-commons-dependencies/2.2.4.RELEASE/spring-cloud-commons-dependencies-2.2.4.RELEASE.pom
2020-08-14 23:00:23,935 [Worker-20: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-commons-dependencies/2.2.4.RELEASE/spring-cloud-commons-dependencies-2.2.4.RELEASE.pom
2020-08-14 23:00:24,186 [Worker-20: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-netflix-dependencies/2.2.4.RELEASE/spring-cloud-netflix-dependencies-2.2.4.RELEASE.pom
2020-08-14 23:00:24,493 [Worker-20: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-netflix-dependencies/2.2.4.RELEASE/spring-cloud-netflix-dependencies-2.2.4.RELEASE.pom
2020-08-14 23:00:24,744 [Worker-20: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-stream-dependencies/Horsham.SR7/spring-cloud-stream-dependencies-Horsham.SR7.pom
2020-08-14 23:00:27,218 [Worker-20: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-stream-dependencies/Horsham.SR7/spring-cloud-stream-dependencies-Horsham.SR7.pom
